   2.0040080e-04   4.8749551e+00   6.1316579e-06
   2.0040080e-04   5.6684422e+00   4.5351506e-06
   2.0040080e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   2.0040080e-04             NaN             NaN
   3.0060120e-04   4.4288642e+00   7.4290697e-06
   3.0060120e-04   4.4868169e+00   7.2383983e-06
   3.0060120e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   3.0060120e-04             NaN             NaN
   4.0080160e-04   3.9921556e+00   9.1433270e-06
   4.0080160e-04   3.3332961e+00   1.3115093e-05
   4.0080160e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   4.0080160e-04             NaN             NaN
   5.0100200e-04   3.7955483e+00   1.0115099e-05
   5.0100200e-04             NaN             NaN
   5.0100200e-04             NaN             NaN
   5.0100200e-04             NaN             NaN
   5.0100200e-04             NaN             NaN
   6.0120240e-04   3.6196655e+00   1.1121985e-05
   6.0120240e-04             NaN             NaN
   6.0120240e-04             NaN             NaN
   6.0120240e-04   2.8928656e+00   1.7412561e-05
   6.0120240e-04   3.5994178e+00   1.1247465e-05
   7.0140281e-04   3.4045621e+00   1.2571776e-05
   7.0140281e-04             NaN             NaN
   7.0140281e-04             NaN             NaN
   7.0140281e-04   2.9990928e+00   1.6200908e-05
   7.0140281e-04   3.8328199e+00   9.9193297e-06
   8.0160321e-04   3.1895583e+00   1.4323794e-05
   8.0160321e-04             NaN             NaN
   8.0160321e-04   3.8910579e+00   9.6246242e-06
   8.0160321e-04   3.1418177e+00   1.4762408e-05
   8.0160321e-04   4.0674284e+00   8.8080409e-06
   9.0180361e-04   3.2414403e+00   1.3868935e-05
   9.0180361e-04             NaN             NaN
   9.0180361e-04   3.6791463e+00   1.0765273e-05
   9.0180361e-04   3.4769232e+00   1.2053939e-05
   9.0180361e-04   4.2145496e+00   8.2038334e-06
   1.0020040e-03   3.2940283e+00   1.3429645e-05
   1.0020040e-03             NaN             NaN
   1.0020040e-03   3.4672558e+00   1.2121250e-05
   1.0020040e-03   3.8915147e+00   9.6223646e-06
   1.0020040e-03   4.3619124e+00   7.6588804e-06
   1.1022044e-03   3.4637522e+00   1.2145783e-05
   1.1022044e-03             NaN             NaN
   1.1022044e-03   3.5730061e+00   1.1414362e-05
   1.1022044e-03   3.9607512e+00   9.2888947e-06
   1.1022044e-03   4.2575763e+00   8.0388566e-06
   1.2024048e-03   3.6338174e+00   1.1035524e-05
   1.2024048e-03             NaN             NaN
   1.2024048e-03   3.6787920e+00   1.0767347e-05
   1.2024048e-03   4.0301286e+00   8.9718365e-06
   1.2024048e-03   4.2210307e+00   8.1786597e-06
   1.3026052e-03   3.7423838e+00   1.0404531e-05
   1.3026052e-03             NaN             NaN
